Comment,Sentiment
"he did it for himself and the coach , true compassion and friendship",Positive
"the doctor wanted to see how much he weighed hahahhahah",Neutral
"Dude, The coach was the nicest person I've ever seen in the world.",Positive
"Coach Wall will always be with you",Positive
"Coach Wall is not just a coach. He is an inspiration.",Positive
"Coach Wall is probably one of the kindest person I've ever seen.",Positive
"this full transformation is insane",Positive
"Dude, that coach was the best person ever",Positive
"This made me cry :(",Positive
"coach wall was the goat",Positive
"This was so heartbreaking, the coach was genuinely a great person he was so motivational this made me tear",Positive
"this is the first time i teared up over a video",Positive
"This made me cry wot a legend",Positive
"I was not expecting that this video will become so emotional",Positive
"The coach was noooo super friendly and enjoyed the process, I cried at that part",Positive
"I wasn’t expecting the video is emotional",Positive
"Coach wall will always be in our heart though he may not be here on earth.",Positive
"Coach was watching over him, cheering him on. He's very proud.",Positive
"We love you, Coach Wall.",Positive
"This was really inspiring",Positive
"Dude the coach was the kindest person I ever seen",Positive
"I cried for the coach",Positive
"I was NOT ready for that",Positive
"Coach WALL is the legend of all time.",Positive
"That one part about Coach Wall was very emotional. I started to cry about it",Positive
"Tomorrow I will start losing weight. Thanks for the inspiration.",Positive
"Coach wall is a literal legend",Positive
"Love you coach so sorry for the loss",Positive
"dude, that coach was the best person ever",Positive
"Poor coach, he supported him, he was a legend",Positive
"We love you Coach, without you this wouldn't have been possible",Positive
"We do together ~ coach wall R.I.P",Positive
"This genuinely made me cry bro",Positive
"I am very sad for the coach This might be the most motivational video l have ever seen Coach wall",Positive
"That coach was the best person ever",Positive
"Coach Wall will truly be remembered as a great coach",Positive
"Coach Wall is one of the people who always motivated you and encouraged you to do your best, he's a legend",Positive
"Majd is such a vibe",Positive
"He made me cry too. I’m so sorry for the loss.",Positive
"sorry for the loss of your coach im sure coch would be proud of you",Positive
"shed a tear for coach wall",Positive
"Coach Wall made him and got him to get there and now him we'll be missed",Positive
"i genuinely almost cried to this",Positive
"This is not a challenge it's a story that brought me to tears. Coach wall was a legend.",Positive
"The coach... it was very sad, he was so wholesome",Positive
"i can watch this again and again all time!",Positive
"A Coach wall is not just a coach, he is a legend who inspires people",Positive
"I didn't expect this video to be so emotional... Salute Coach Wall",Positive
"Coach Wall was genuinely the most kind and supportive person i have erver seen",Positive
"its really great, i hope i could have this experience.",Positive
"Wall proved that a coach is none less than a companion a best friend",Positive
"This was so hard to watch, being alone and losing your buddy you truly loved I hope he is getting better",Positive
"The coach was so nice it sad to hear that he sadly passed",Positive
"It hurts to lose someone you ' ve formed a deep bond with",Positive
"Love for Coach best coach",Positive
"Was not expecting that from coach",Positive
"I‘m toooooo sad for the Coach I love you Coach Wall",Positive
"Bro i couldn't believe when I heard this sad news about coach wall, what a genuine soul and will always be remembered ( legend fr)",Positive
"Coach Wall what a legend R.I.P.",Positive
"I still couldn't believe coach Wall is gone. So sad",Positive
"Very sad about the coach he was a brilliant person",Positive
"This is not just entertainment, this is motivation.",Positive
"I love Coach wall. He was just the best. This made me tear up so much.",Positive
"One of the great fitness coaches, knows that the relation matters more than the workout",Positive
"The old man is standing there in shock but smiling.",Neutral
"Hopefully people will see this as a sign to start their own path to greatness",Positive
"Eternal memory to the Coach Wall",Positive
"We can all agree that we shed a tear when we heard the news about Coach Wall",Positive
"The loss is so sad",Positive
"Genuinely cried when i herd the news, the bond u can have with a stranger is insane..",Positive
"Coach Wall was literally a person we all need in life, a person to just be there and support you to what your going through in life",Positive
"Damn, coach wall was such a loving person R.I.P Coach Wall",Positive
"Coach Wall was not a coach he was a legend",Positive
"The best video ever emotional,physical,inspirational, determination,mindset,goals,consistency",Positive
"This is probably the most motivational video ever here, its so sad and wholesome",Positive
"Coach wall was genuinely one of the most kind ang supportive person I've ever known",Positive
"Coach wall was more than a coach he was a hero a inspiration and most of all a friend",Positive
"Coach wall isn't a coach, it's the legend.",Positive
"He was not only a coach but also an inspiration to Majed. A very touching video.",Positive
"Very sorry for the loss of your coach",Positive
"Coach wall is the nicest person i've seen ever!",Positive
"the coach is a legend...",Positive
"Thanks for making me cry",Positive
"It's literally unexpected think that Coach to be gone. It's made me a lot of cry.",Positive
"May Coach Wall's heart always have a place in this world.",Positive
"sorry for the loss",Positive
"We all loved coach wall and it’s sad to not see him anymore :(",Positive
"this video was hard to watch",Positive
"Coach wall… you were the best to ever do it",Positive
"One of the hardest things in life is losing someone you love.",Positive
"This proves the point that all you need to stay happy is one little sign of progress. Great video",Positive
"The coach treated him with such determination and kindness",Positive
"Coach you are the man",Positive
"I think Coach Wall is very proud of him , he was strong and pushed trough",Positive
"It really hurts when the closest person leaves without saying anything... What a traged ...",Positive
"I speak here from Brazil and ask for condolences for the coach",Positive
"Coach Wall was geuniely one of the most supportive and kin people l have ever seen",Positive
"He wasnt doing it for thr money anymore,he was doing for coach wall to be proud",Positive
"Bro, I actually cried when he cried. Coach Wall was a true friend to him.",Positive
"I may not be very big on the platform but I come here to honor Coach Wall",Positive
"Coach Wall - is the most wonderfull person who i've seen",Positive
"Coach Wall will be always in our Memories",Positive
"How important it is to have a coach in life who changes your entire life.",Positive
"Coach wall wasn’t just a trainer he was a legend",Positive
"This was beautiful and inspiring. Thank you.",Positive
"Coach wall is so inspiring and kind",Positive
"I didn't think this video will be very emotional",Positive
"Coach Wall was the Most Caring coach I have ever Seen. He was not just a coach he was a Brother.",Positive
"So beautiful",Positive
"This is definitely the most touching video I have ever seen.",Positive
"Coach Wall will remain a legend in our hearts",Positive
"watching this at AM , and motivating me !! if we all just lock in for one year, and push harder we can get these results !",Positive
"Deepest condolences and congrats dude.",Positive
"Coach wall is the nicest coach and legend",Positive
"love you coach Wall so sorry for the loss",Positive
"Coach wall you will be remembered",Positive
"This might be the most sad yet wholesome videos I've ever watched thank you for changing and incouriging so many people for the better",Positive
"Bro coach is the nicest person i ever seen .",Positive
"Best video nd emotional video but strong video",Positive
"I cried when i watched this R.I.P CTW",Positive
"This is one of the most heartbreaking and motivational videos",Positive
"Coach wall is always in our hearts",Positive
"I cry but I remain respectful",Positive
"He will be there dont worry hes with you still",Neutral
"Coach Wall Really brought back humanity.W Coach Wall",Positive
"This the type of uplifting motivation people need",Positive
"The coach changed life of millions of people with this video truly goated",Positive
"This is not only the saddest but the most inspiring video I’ve watched so far",Positive
"This Brought Me To Tears… may peace be upon the sweet coach:(",Positive
"Coach wall is one of the best coaches ever",Positive
"This is the first time i cried so hard watching mrbeast video",Positive
"The passing of Coach Wall motivated me to start taking care of myself again... so in honor for Coach Wall, I, no, we, must all get fit.",Positive
"COACH WALL MAY U BE IN PARADISE",Positive
"The way a coach rejects another is very touching.",Positive
"No no no how That's is crazy the relationship with them was incredible We love you coach wall",Positive
"It wasn’t just a video, it was a video full of memories",Positive
"This is the best video Beast has ever made",Positive
"Helping people lose weight is the best thing for him",Positive
"Coach R. I. P COACH I LOVE YOU COACH",Positive
"W coach bro, he was the best person that anyone could ever asked for to be their coach",Positive
"This is so touching.",Positive
